,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Earnings From Equity Interest,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,6169524.845488,0.203849,575647966.0,30265138.0,30265138.0,387969020.0,112688151.0,2224864736.0,605913104.0,493224953.0,-5092382.0,5092382.0,363873406.845488,387969020.0,2495691481.0,494064697.0,958277383.0,958277383.0,0.405,0.405,387969020.0,387969020.0,387969020.0,-658106.0,388627126.0,388627126.0,99505445.0,488132571.0,29425394.0,,-839744.0,30265138.0,-5092382.0,5092382.0,463799559.0,270826745.0,4640677.0,266186068.0,142773154.0,123412914.0,123412914.0,734626304.0,2224864736.0,2959491040.0,2959491040.0
2022-12-31,130129.561568,0.199953,343860629.0,650801.0,650801.0,193091075.0,100394891.0,1636822042.0,344511430.0,244116539.0,-2555903.0,2555903.0,192570403.561568,193091075.0,1871394819.0,244116539.0,958277383.0,958277383.0,0.201,0.201,193091075.0,193091075.0,193091075.0,-168806.0,193259881.0,193259881.0,48300755.0,241560636.0,650801.0,,0.0,650801.0,-2555903.0,2555903.0,243465738.0,234572777.0,-31614003.0,266186780.0,166131641.0,100055139.0,100055139.0,478038515.0,1636822042.0,2114860557.0,2114860557.0
2021-12-31,-1254508.695,0.1485,456440592.0,-8447870.0,-8447870.0,297223614.0,90779896.0,1650056977.0,447992722.0,357212826.0,-3754261.0,3754261.0,304416975.305,297223614.0,1964148288.0,357212826.0,937613924.0,936689955.0,0.317,0.32,297223614.0,297223614.0,297223614.0,-3751184.0,300974798.0,300974798.0,52483767.0,353458565.0,-8447870.0,,,-8447870.0,-3754261.0,3754261.0,365660696.0,314091311.0,-2915086.0,317006397.0,144829067.0,172177330.0,172177330.0,679752007.0,1650056977.0,2329808984.0,2329808984.0
2020-12-31,290929.9692,0.0204,402055043.0,14261273.0,14261273.0,319617017.0,83768217.0,1450618409.0,416316316.0,332548099.0,-657722.0,657722.0,305646673.9692,319617017.0,1662377436.0,332548099.0,942389386.0,942389386.0,0.334,0.334,319617017.0,319617017.0,319617017.0,-5512967.0,325129984.0,325129984.0,6760393.0,331890377.0,14261273.0,,,14261273.0,-657722.0,657722.0,318286826.0,211759027.0,-10340371.0,222099398.0,113129820.0,108969578.0,108969578.0,530045853.0,1450618409.0,1980664262.0,1980664262.0
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18115754.0,,,,,,,,,,,,,,,
