,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Earnings From Equity Interest,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,0.0,0.366982,225258493.0,102255832.0,35227558.0,983356125.0,225258493.0,190030935.0,-26763573.0,28493965.0,2365988.0,102255832.0,102255832.0,1319868079.0,6155602.0,188300543.0,834691000.0,834691000.0,0.12,0.12,102255832.0,102255832.0,102255832.0,102255832.0,102255832.0,59281138.0,161536970.0,,,,-26763573.0,635596.0,28493965.0,2365988.0,188300543.0,336511954.0,-25805094.0,362317048.0,209960703.0,152356345.0,152356345.0,524812497.0,983356125.0,1508168622.0,1508168622.0
2022-12-31,0.0,0.248884,338138075.0,228520672.0,17672228.0,1340558199.0,338138075.0,320465847.0,-68437994.0,16224128.0,335661.0,228520672.0,228520672.0,1735687741.0,3112975.0,372679713.0,641469000.0,641469000.0,0.36,0.36,228520672.0,228520672.0,228520672.0,228520672.0,228520672.0,75721047.0,304241719.0,,,,-68437994.0,52549527.0,16224128.0,335661.0,372679713.0,395129542.0,-1587402.0,396716944.0,235099904.0,161617040.0,161617040.0,767809255.0,1340558199.0,2108367454.0,2108367454.0
2021-12-31,0.0,0.15819,-98223924.0,-97237214.0,15700040.0,0.0,-98223924.0,-113923964.0,-16683032.0,1585740.0,471137.0,-97237214.0,-97237214.0,98826672.0,,-98826672.0,639718513.0,639718513.0,-0.152,-0.152,-97237214.0,-97237214.0,-97237214.0,-97237214.0,-97237214.0,-18272490.0,-115509704.0,,,,-16683032.0,15568429.0,1585740.0,471137.0,-98826672.0,98826672.0,-3146720.0,101973392.0,287850.0,101685542.0,101685542.0,0.0,0.0,0.0,0.0
2020-12-31,0.0,0.258793,-45161322.0,-44817676.0,11418149.0,146288545.0,-45161322.0,-56579471.0,-3669410.0,3886323.0,373301.0,-44817676.0,-44817676.0,238451028.0,,-56796384.0,641468993.0,641468993.0,-0.07,-0.07,-44817676.0,-44817676.0,-44817676.0,-44817676.0,-44817676.0,-15648118.0,-60465794.0,,,0.0,-3669410.0,156388.0,3886323.0,373301.0,-56796384.0,92162483.0,-16175992.0,108338475.0,15317804.0,93020671.0,93020671.0,35366099.0,146288545.0,181654644.0,181654644.0
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5436392.0,24934647.0,-5436392.0,,,,,,,,,,,,,,,
