,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,88800.0,0.2,30017124.0,444000.0,444000.0,11939721.0,20209913.0,689874683.0,30461124.0,10251211.0,-404851.0,404851.0,11584521.0,11939721.0,785485105.0,10251211.0,119397210.0,119397210.0,0.1,0.1,11939721.0,11939721.0,11939721.0,11939721.0,11939721.0,-2093361.0,9846360.0,2156000.0,1712000.0,444000.0,-404851.0,404851.0,8094775.0,95610422.0,-4724000.0,100334422.0,20864138.0,79470284.0,79470284.0,103705197.0,689874683.0,793579880.0,793579880.0
2022-12-31,179677.012596,0.074063,-3268892.0,2426000.0,2426000.0,-20503864.0,21041827.0,699627160.0,-842892.0,-21884719.0,-259191.0,259191.0,-22750186.987404,-20503864.0,784448940.0,-21884719.0,120610965.0,120610965.0,-0.17,-0.17,-20503864.0,-20503864.0,-20503864.0,-20503864.0,-20503864.0,-1640046.0,-22143910.0,4030000.0,1604000.0,2426000.0,-259191.0,259191.0,-25914953.0,84821780.0,-4557000.0,89378780.0,18966782.0,70411998.0,70411998.0,58906827.0,699627160.0,758533987.0,758533987.0
2021-12-31,1329712.954776,0.193666,38071770.0,6866000.0,6866000.0,18214107.0,22188934.0,792487603.0,44937770.0,22748836.0,-160040.0,160040.0,12677819.954776,18214107.0,882477913.0,22748836.0,121427380.0,121427380.0,0.15,0.15,18214107.0,18214107.0,18214107.0,18214107.0,18214107.0,4374689.0,22588796.0,10937000.0,4071000.0,6866000.0,-160040.0,160040.0,11811609.0,89990310.0,-4575000.0,94565310.0,24233770.0,70331540.0,70331540.0,101801919.0,792487603.0,894289522.0,894289522.0
2020-12-31,-788894.803046,0.205334,99582363.0,-3842000.0,-3842000.0,57913143.0,22744593.0,728497762.0,95740363.0,72995770.0,-118394.0,118394.0,60966248.196954,57913143.0,856435353.0,72995770.0,120652381.0,120652381.0,0.48,0.48,57913143.0,57913143.0,57913143.0,57913143.0,57913143.0,14964233.0,72877376.0,-1357000.0,2485000.0,-3842000.0,-118394.0,118394.0,74352988.0,127937591.0,-3326000.0,131263591.0,47880362.0,83383229.0,83383229.0,202290579.0,728497762.0,930788341.0,930788341.0
