,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,0.0,0.202699,197860000.0,156590000.0,19269833.0,965500000.0,197860000.0,197860000.0,-1460000.0,1460000.0,156590000.0,156590000.0,1078560000.0,197860000.0,740000000.0,740000000.0,0.211608,0.211608,156590000.0,156590000.0,156590000.0,156590000.0,156590000.0,39810000.0,196400000.0,20090000.0,20090000.0,-1460000.0,1460000.0,177770000.0,113060000.0,-20088124.0,113060000.0,40610000.0,72450000.0,72450000.0,290830000.0,965500000.0,1256330000.0,1256330000.0
2022-12-31,0.0,0.201031,139753971.0,99240000.0,14363971.0,805770000.0,139753971.0,125390000.0,-1180000.0,1180000.0,99240000.0,99240000.0,912100000.0,125390000.0,740000000.0,740000000.0,0.134108,0.134108,99240000.0,99240000.0,99240000.0,99240000.0,99240000.0,24970000.0,124210000.0,12020000.0,12020000.0,-1180000.0,1180000.0,113380000.0,106330000.0,-12019518.0,106330000.0,33180000.0,73150000.0,73150000.0,219710000.0,805770000.0,1025480000.0,1025480000.0
2021-12-31,0.0,0.189009,155122518.0,110530000.0,17912518.0,669000000.0,155122518.0,137210000.0,-920000.0,920000.0,110530000.0,110530000.0,764430000.0,137210000.0,740000000.0,740000000.0,0.149365,0.149365,110530000.0,110530000.0,110530000.0,110530000.0,110530000.0,25760000.0,136290000.0,30450000.0,30450000.0,-920000.0,920000.0,106760000.0,95430000.0,-30451547.0,95430000.0,29350000.0,66080000.0,66080000.0,202190000.0,669000000.0,871190000.0,871190000.0
