,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Earnings From Equity Interest,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-03-31,39313.940317,0.205265,200357168.0,191528.0,191528.0,79006572.0,45811514.0,2341306813.0,200548696.0,154737182.0,-3557258.0,3557258.0,78854357.940317,79006572.0,2479535837.0,152276787.0,383000000.0,383000000.0,0.21,0.21,79006572.0,79006572.0,79006572.0,-41141448.0,120148020.0,120148020.0,31031904.0,151179924.0,2651923.0,,2460395.0,191528.0,-3557258.0,3557258.0,152085259.0,138229024.0,-25456038.0,163685062.0,52589377.0,111095685.0,111095685.0,290314283.0,2341306813.0,2631621096.0,2631621096.0
2023-03-31,37152.947571,0.200412,245409833.0,185383.0,185383.0,106516382.0,47862711.0,2452201599.0,245595216.0,197732505.0,-4842581.0,4842581.0,106368151.947571,106516382.0,2595522171.0,195453898.0,383000000.0,383000000.0,0.28,0.28,106516382.0,106516382.0,106516382.0,-47716118.0,154232500.0,154232500.0,38657424.0,192889924.0,2463990.0,25938213.0,2278607.0,185383.0,-4842581.0,4842581.0,195268515.0,143320572.0,-25938213.0,169258785.0,60294934.0,108963851.0,108963851.0,338589087.0,2452201599.0,2790790686.0,2790790686.0
2022-03-31,35221.428515,0.203483,368781939.0,173093.0,173093.0,211685024.0,47812560.0,2306560628.0,368955032.0,321142472.0,-2340060.0,2340060.0,211547152.428515,211685024.0,2442099951.0,319311383.0,383000000.0,383000000.0,0.55,0.55,211685024.0,211685024.0,211685024.0,-42246617.0,253931641.0,253931641.0,64870771.0,318802412.0,2004182.0,29264052.0,1831089.0,173093.0,-2340060.0,2340060.0,319138290.0,135539323.0,-29264052.0,164803375.0,53975384.0,110827991.0,110827991.0,454677613.0,2306560628.0,2761238241.0,2761238241.0
2021-03-31,28995.135919,0.169013,214518108.0,171556.0,171556.0,101363909.0,52573332.0,1920390713.0,214689664.0,162116332.0,-1870147.0,1870147.0,101221348.135919,101363909.0,2065562856.0,160774317.0,383000000.0,383000000.0,0.26,0.26,101363909.0,101363909.0,101363909.0,-31798642.0,133162551.0,133162551.0,27083634.0,160246185.0,1513571.0,21206384.0,1342015.0,171556.0,-1870147.0,1870147.0,160602761.0,145172143.0,-21206384.0,166378527.0,52884019.0,113494508.0,113494508.0,305774904.0,1920390713.0,2226165617.0,2226165617.0
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19321920.0,,,,,,,,,,,,,,,
