,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Business,Other Special Charges,Write Off,Earnings From Equity Interest,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,-801286.2,0.0429,445943000.0,-18678000.0,-18678000.0,346835000.0,56604000.0,13410220000.0,427265000.0,370661000.0,-7056000.0,12530000.0,5474000.0,364711713.8,346835000.0,13709660000.0,738982000.0,738982000.0,0.4693,0.4693,346835000.0,346835000.0,346835000.0,4055000.0,342780000.0,,342780000.0,15351000.0,358131000.0,247048000.0,1963000.0,-18678000.0,,,18678000.0,263763000.0,,-7056000.0,12530000.0,5474000.0,118139000.0,299440000.0,299440000.0,119007000.0,180433000.0,180433000.0,417579000.0,13410220000.0,13827799000.0,13827799000.0
2022-12-31,-312404.4,0.0322,524704000.0,-9702000.0,-9702000.0,440597000.0,27136000.0,21306841000.0,515002000.0,487866000.0,-21544000.0,22212000.0,668000.0,449986595.6,440597000.0,21673300000.0,738982000.0,738982000.0,0.5962,0.5962,440597000.0,440597000.0,440597000.0,-9563000.0,450160000.0,20750000.0,450160000.0,15494000.0,465654000.0,466415000.0,53824000.0,-9702000.0,,,9702000.0,422293000.0,,-21544000.0,22212000.0,668000.0,20783000.0,366459000.0,366459000.0,187495000.0,178964000.0,178964000.0,387242000.0,21306841000.0,21694083000.0,21694083000.0
2021-12-31,99259.2,0.0244,320165000.0,4068000.0,4068000.0,243319000.0,45219000.0,11052050000.0,324233000.0,279014000.0,-19019000.0,20615000.0,1596000.0,239350259.2,230946000.0,11319833000.0,738984533.0,738984533.0,0.309375,0.309375,230946000.0,230946000.0,230946000.0,-9081000.0,240027000.0,-12373000.0,252400000.0,5999000.0,258399000.0,285805000.0,24241000.0,4068000.0,,,-4068000.0,257496000.0,,-19019000.0,20615000.0,1596000.0,-8387000.0,267783000.0,267783000.0,121835000.0,145948000.0,145948000.0,259396000.0,11052050000.0,11311446000.0,11311446000.0
2020-12-31,19966377.506,0.3838,54339986.0,52022870.0,52022870.0,-3989018.0,50089303.0,5079858098.0,106362856.0,56273553.0,-25985944.0,28940995.0,2955051.0,-36045510.494,18446100.0,5335012610.0,738995404.0,738995404.0,0.024961,0.024961,18446100.0,18446100.0,18446100.0,-13094784.0,31540884.0,22435118.0,9105766.0,18226792.0,27332558.0,113364497.0,20655979.0,52022870.0,60734025.0,,8711155.0,40685648.0,,-25985944.0,28940995.0,2955051.0,-60045995.0,255154512.0,255154512.0,91037122.0,164117390.0,164117390.0,195108517.0,5079858098.0,5274966615.0,5274966615.0
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,8707194.0,,,,,,,,-9262833.0,,,95216.0,,,,,,,,,,,,,
