,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,0.0,0.0,381811434.0,-481992173.0,-481992173.0,-148490115.0,232091811.0,-100180739.0,-100180739.0,-48309376.0,48309376.0,,333502058.0,-148490115.0,236122326.0,153360308.0,368800000.0,368800000.0,-0.40263,-0.40263,-148490115.0,-148490115.0,-148490115.0,-148490115.0,-148490115.0,-148490115.0,-471535895.0,10456278.0,-481992173.0,-48309376.0,48309376.0,,371355156.0,4030515.0,,4030515.0,4030515.0,4030515.0,375385671.0,232091811.0,607477482.0,607477482.0
2022-12-31,16762877.4,0.2,371842777.0,83814387.0,83814387.0,416837783.0,219636588.0,455657164.0,455657164.0,-38819381.0,38819381.0,,349786273.4,416837783.0,232934136.0,141944769.0,368800000.0,368800000.0,1.130254,1.130254,416837783.0,416837783.0,416837783.0,416837783.0,416837783.0,416837783.0,94498785.0,10684398.0,83814387.0,-38819381.0,38819381.0,,361158379.0,13297548.0,,13297548.0,13297548.0,13297548.0,374455927.0,219636588.0,594092515.0,594092515.0
2021-12-31,8736831.6,0.2,363256221.0,43684158.0,43684158.0,367840379.0,212254180.0,406940379.0,406940379.0,-39100000.0,39100000.0,,332893052.6,367840379.0,216053231.0,136773883.0,368800000.0,368800000.0,0.997398,0.997398,367840379.0,367840379.0,367840379.0,367840379.0,367840379.0,367840379.0,53305509.0,9621351.0,43684158.0,-39100000.0,39100000.0,,353634870.0,3799051.0,,3799051.0,3799051.0,3799051.0,357433921.0,212254180.0,569688101.0,569688101.0
2020-12-31,24436817.2,0.2,353099994.0,122184086.0,122184086.0,434007587.0,218153841.0,475284080.0,475284080.0,-41276493.0,41276493.0,,336260318.2,434007587.0,222005415.0,148469436.0,368800000.0,368800000.0,1.17681,1.17681,434007587.0,434007587.0,434007587.0,434007587.0,434007587.0,434007587.0,131901582.0,9717496.0,122184086.0,-41276493.0,41276493.0,,343382498.0,3851574.0,,3851574.0,3851574.0,3851574.0,347234072.0,218153841.0,565387913.0,565387913.0
2019-12-31,,,,,,,,,,,,3311094.0,,,,,,,,,,,,,,,,,,,,3311094.0,,,529575.0,,,,,,,
