,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-09-30,71702859.2,0.2,2893510427.0,358514296.0,358514296.0,2852036749.0,871886625.0,3252024723.0,3252024723.0,-397193093.0,399987974.0,2794881.0,2565225312.2,2852036749.0,882895083.0,409621284.0,3075626844.0,3075626844.0,0.927303,0.927303,2852036749.0,2852036749.0,2852036749.0,2852036749.0,2852036749.0,2852036749.0,384309690.0,25795394.0,358514296.0,-397193093.0,399987974.0,2794881.0,2864920152.0,11008458.0,,11008458.0,11008458.0,11008458.0,2875928610.0,871886625.0,3747815235.0,3747815235.0
2022-09-30,-22334146.6,0.2,2879999404.0,-111670733.0,-111670733.0,2407225789.0,728615322.0,2768328671.0,2768328671.0,-358292455.0,361102882.0,2810427.0,2496562375.4,2407225789.0,752551424.0,284461149.0,3075626844.0,3075626844.0,0.782678,0.782678,2407225789.0,2407225789.0,2407225789.0,2407225789.0,2407225789.0,2407225789.0,-102045797.0,9624936.0,-111670733.0,-358292455.0,361102882.0,2810427.0,2867564041.0,23936102.0,,23936102.0,23936102.0,23936102.0,2891500143.0,728615322.0,3620115465.0,3620115465.0
2021-09-30,-43739778.8,0.2,2741650614.0,-218698894.0,-218698894.0,2152286047.0,636800080.0,2522951720.0,2522951720.0,-366086349.0,370665673.0,4579324.0,2327245162.2,2152286047.0,660983346.0,214402289.0,3075626844.0,3075626844.0,0.699788,0.699788,2152286047.0,2152286047.0,2152286047.0,2152286047.0,2152286047.0,2152286047.0,-186691606.0,32007288.0,-218698894.0,-366086349.0,370665673.0,4579324.0,2705064002.0,24183266.0,,24183266.0,24183266.0,24183266.0,2729247268.0,636800080.0,3366047348.0,3366047348.0
2020-09-30,-180941478.4,0.2,2413730107.0,-904707392.0,-904707392.0,1194285114.0,591830983.0,1509022715.0,1509022715.0,-302548910.0,314737601.0,12188691.0,1918051027.6,1194285114.0,613171561.0,191624888.0,2833663926.0,2833663926.0,0.421463,0.421463,1194285114.0,1194285114.0,1194285114.0,1194285114.0,1194285114.0,1194285114.0,-837558878.0,67148514.0,-904707392.0,-302548910.0,314737601.0,12188691.0,2334392902.0,21340578.0,-67148514.0,21340578.0,21340578.0,21340578.0,2355733480.0,591830983.0,2947564463.0,2947564463.0
