,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,0.0,0.0,25269770.71,-42790150.79,-42790150.79,-19705779.46,47642576.45,-17520380.08,-17520380.08,-2185399.38,2185399.38,,23084371.33,-19705779.46,74584681.72,31749552.1,104229800.0,104229800.0,-0.189061,-0.189061,-19705779.46,-19705779.46,-19705779.46,-19705779.46,-19705779.46,-19705779.46,-37383828.37,5406322.42,-42790150.79,-2185399.38,2185399.38,,19863448.29,26942105.27,26942105.27,,,,46805553.56,47642576.45,94448130.01,94448130.01
2022-12-31,0.0,0.0,20225661.64,-33146437.85,-33146437.85,-15173496.09,39897032.52,-12920776.21,-12920776.21,-2252719.88,2252719.88,,17972941.76,-15173496.09,65261058.49,24831591.62,104229800.0,104229800.0,-0.145577,-0.145577,-15173496.09,-15173496.09,-15173496.09,-15173496.09,-15173496.09,-15173496.09,-26953224.46,6193213.39,-33146437.85,-2252719.88,2252719.88,,14032448.25,25364025.97,25364025.97,,,,39396474.22,39897032.52,79293506.74,79293506.74
2021-12-31,0.0,0.0,54728086.4,-49576854.83,-49576854.83,-40084535.07,61572888.7,5151231.57,5151231.57,,,,9492319.76,-40084535.07,63244756.04,49600267.29,104229800.0,104229800.0,-0.384578,-0.384578,-40084535.07,-40084535.07,-40084535.07,-40084535.07,-40084535.07,-40084535.07,-45235766.64,4341088.19,-49576854.83,,,,5151231.57,1671867.34,1671867.34,,,,6823098.91,61572888.7,68395987.61,68395987.61
2020-12-31,-3695740.83,0.2,31468470.22,-18478704.15,-18478704.15,4078097.27,67202359.13,12989766.07,12989766.07,301256.83,,301256.83,18861060.59,4078097.27,68961915.76,54967133.06,104229800.0,104229800.0,0.039126,0.039126,4078097.27,4078097.27,4078097.27,4078097.27,4078097.27,4078097.27,-8911668.8,9567035.35,-18478704.15,301256.83,,301256.83,12989766.07,1759556.63,1759556.63,,,,14749322.7,67202359.13,81951681.83,81951681.83
2019-12-31,,,,,,,,,,497835.95,,497835.95,,,,,,,,,,,,,,,,,,497835.95,,497835.95,,,,1135136.32,1135136.32,1135136.32,,,,
