,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2023-12-31,0.0,0.219729,470317964.0,166792601.0,212669164.0,507783340.0,470317964.0,257648800.0,-46654231.0,48724386.0,2070155.0,166792601.0,166792601.0,1158979413.0,255578645.0,197466000.0,197466000.0,0.84,0.84,166792601.0,166792601.0,166792601.0,3774923.0,163017678.0,163017678.0,45906736.0,208924414.0,-46654231.0,48724386.0,2070155.0,255578645.0,651196073.0,-15404652.0,666600725.0,485439253.0,181161472.0,181161472.0,906774718.0,507783340.0,1414558058.0,1414558058.0
2022-12-31,0.0,0.228784,391431155.0,125290590.0,187906788.0,508973704.0,391431155.0,203524367.0,-43681655.0,45203785.0,1522130.0,125290590.0,125290590.0,1063948537.0,202002237.0,300000000.0,300000000.0,0.417635,0.417635,125290590.0,125290590.0,125290590.0,3191196.0,122099394.0,122099394.0,36221188.0,158320582.0,-43681655.0,45203785.0,1522130.0,202002237.0,554974833.0,-22462903.0,577437736.0,414556276.0,162881460.0,162881460.0,756977070.0,508973704.0,1265950774.0,1265950774.0
2021-12-31,0.0,0.102876,134258188.0,-32250000.0,130358188.0,352650000.0,134258188.0,3900000.0,-40750000.0,42490000.0,1740000.0,-32250000.0,-32250000.0,764310000.0,2150000.0,300000000.0,300000000.0,-0.1075,-0.1075,-32250000.0,-32250000.0,-32250000.0,2380000.0,-34630000.0,-34620000.0,-3970000.0,-38590000.0,-40750000.0,42490000.0,1740000.0,2170000.0,411660000.0,-16280000.0,427940000.0,298010000.0,129930000.0,129930000.0,413830000.0,352650000.0,766480000.0,766480000.0
2020-12-31,0.0,0.2,74110000.0,14390000.0,,420860000.0,74110000.0,74110000.0,-44360000.0,46370000.0,2010000.0,14390000.0,14390000.0,845610000.0,72100000.0,300000000.0,300000000.0,0.047967,0.047967,14390000.0,14390000.0,14390000.0,2320000.0,12070000.0,12070000.0,15670000.0,27740000.0,-44360000.0,46370000.0,2010000.0,72100000.0,424750000.0,-2100000.0,426850000.0,302310000.0,124540000.0,124540000.0,496850000.0,420860000.0,917710000.0,917710000.0
