Stock,Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Operating Income As Reported,Otherunder Preferred Stock Dividend,Net Income From Tax Loss Carryforward,Gain On Sale Of Ppe,Earnings From Equity Interest,Other Operating Expenses,Other Taxes,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Salaries And Wages,Gain On Sale Of Business,Provision For Doubtful Accounts,Net Income Discontinuous Operations,Rent Expense Supplemental,Other Special Charges,Restructuring And Mergern Acquisition,Other Non Interest Expense,Average Dilution Earnings,Amortization,Amortization Of Intangibles Income Statement,Rent And Landing Fees,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Depreciation Income Statement,Insurance And Claims,Occupancy And Equipment,Preferred Stock Dividends,Research And Development,Professional Expense And Contract Services Expense,Net Income Extraordinary,Earnings From Equity Interest Net Of Tax
ADVANC,2023-12-31,117719357.73,0.19,94263783958.0,619575567.0,619575567.0,29086105499.0,52880462002.0,125386724365.0,94883359525.0,42002897523.0,-5985170578.0,6005000000.0,159829422.0,28584249289.73,29086105499.0,148226644605.0,2974000000.0,2974000000.0,9.78,9.78,29086105499.0,29086105499.0,29086105499.0,-2828327.0,29088933826.0,29088933826.0,6908963697.0,35997897523.0,1336720500.0,548984276.0,,,,619575567.0,-5985170578.0,6005000000.0,159829422.0,40646266215.0,22839920240.0,22839920240.0,5783723909.0,17056196331.0,17056196331.0,63486186455.0,125386724365.0,188872910820.0,188872910820.0,40646266215.0,,,,168160657.0,,,140000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANC,2022-12-31,-6963289.1,0.19,90269392294.0,-36648890.0,-36648890.0,26011284407.0,52901992714.0,126171619814.0,90232743404.0,37330750690.0,-5103533044.0,5149000000.0,126466956.0,26040970007.9,26011284407.0,148524769645.0,2974000000.0,2974000000.0,8.75,8.75,26011284407.0,26011284407.0,26011284407.0,-2621642.0,26013906049.0,26013906049.0,6167844641.0,32181750690.0,325719482.0,398588551.0,,,,-36648890.0,-5103533044.0,5149000000.0,126466956.0,36960005256.0,22353149831.0,22353149831.0,7026138980.0,15327010851.0,15327010851.0,59313155087.0,126171619814.0,185484774901.0,185484774901.0,36960005256.0,,,,-36220179.0,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANC,2021-12-31,-116206185.24,0.18,92454627329.0,-645589918.0,-645589918.0,26922145655.0,53374025722.0,121453193234.0,91809037411.0,38435011689.0,-5409000000.0,5541000000.0,217000000.0,27451529387.76,26922145655.0,143153642369.0,2974000000.0,2974000000.0,9.05,9.05,26922145655.0,26922145655.0,26922145655.0,-2317799.0,26924463454.0,26924463454.0,5969548235.0,32894011689.0,123392609.0,909713389.0,,,,-645589918.0,-5409000000.0,5541000000.0,217000000.0,38179247395.0,21700449135.0,21700449135.0,6035057467.0,15665391668.0,15665391668.0,59879696530.0,121453193234.0,181332889764.0,181332889764.0,38179247395.0,,,,-140730862.0,,,85000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANC,2020-12-31,30652756.48,0.16,88295850533.0,191579728.0,191579728.0,27434360343.0,51841589128.0,110848322792.0,88487430261.0,36645841133.0,-5597000000.0,4120000000.0,320000000.0,27273433371.48,27434360343.0,135179207993.0,2974000000.0,2973000000.0,9.23,9.23,27434360343.0,27434360343.0,27434360343.0,-2894278.0,27437254621.0,27437254621.0,5088586512.0,32525841133.0,412499903.0,291226240.0,190000000.0,-190000000.0,,1579728.0,-5597000000.0,4120000000.0,320000000.0,37711057294.0,24330885201.0,24330885201.0,6598243894.0,17732641307.0,17732641307.0,62041942495.0,110848322792.0,172890265287.0,172890265287.0,,,,,-70306065.0,,,1797000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANC,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174000000.0,-174000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVICE,2022-12-31,0.0,0.19,401674930.15,,,205672612.19,123926920.55,13159055200.04,401674930.15,277748009.6,-17126244.64,23026594.5,5900349.86,205672612.19,205672612.19,14116385209.26,620000000.0,620000000.0,0.33173,0.33173,205672612.19,205672612.19,205672612.19,,205672612.18,205672612.18,49048802.92,254721415.1,6802751.86,6802751.86,,,,,-17126244.64,23026594.5,5900349.86,271847659.74,957330009.22,964132761.08,608152306.84,355980454.24,355980454.24,1229177668.96,13159055200.04,14388232869.0,14388232869.0,271847659.74,,,,,-6802751.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVICE,2021-12-31,0.0,0.2,660605433.43,,,430187807.5,104736246.35,12914680847.52,660605433.43,555869187.08,4414465.6,17310101.82,21724567.42,430187807.5,430187807.5,13771680067.94,620000000.0,620000000.0,0.693851,0.693851,430187807.5,430187807.5,430187807.5,,430187807.5,430187807.5,108371277.76,538559085.26,4376879.6,4376879.6,,,,,4414465.6,17310101.82,21724567.42,534144619.66,856999220.42,861376100.02,515650981.77,345725118.25,345725118.25,1391143840.08,12914680847.52,14305824687.6,14305824687.6,534144619.66,,,,,-4376879.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE,2023-12-31,545775.049049,0.075274,-24333502.0,7250470.0,7250470.0,-179791813.0,187735610.0,963326155.0,-17083032.0,-204818642.0,-29529380.0,30154380.0,625000.0,-186496507.950951,-179791813.0,1266090917.0,5143072000.0,5143072000.0,-0.035,-0.035,-179791813.0,-179791813.0,-179791813.0,37493747.0,-217285560.0,-217285560.0,-17687462.0,-234973022.0,1002864.0,20625000.0,119470.0,,,7131000.0,-29529380.0,30154380.0,625000.0,-206446491.0,302764762.0,302764762.0,22735864.0,280028898.0,280028898.0,96318271.0,963326155.0,1059644426.0,1059644426.0,,,,119470.0,-26872606.0,,,,,,,,0.0,,25456000.0,,,,,,,,,,,,,,,,,,,
AE,2022-12-31,4029257.245307,0.101178,41382833.0,39823569.0,39823569.0,-101024298.0,196658431.0,834010447.0,81206402.0,-115452029.0,-25716541.0,25881541.0,165000.0,-136818609.754693,-101024298.0,1106659514.0,5143056000.0,5143056000.0,-0.02,-0.02,-101024298.0,-101024298.0,-101024298.0,26009466.0,-127033764.0,-127033764.0,-14299806.0,-141333570.0,78347215.0,46993000.0,38143569.0,,,1680000.0,-25716541.0,25881541.0,165000.0,-193964167.0,272649067.0,278244097.0,21085415.0,257158682.0,257158682.0,78684900.0,834010447.0,912695347.0,912695347.0,,,,38143569.0,-8469354.0,-5595030.0,,,,,,0.0,-5595030.0,,13778000.0,,0.0,,,,,,,,,,,,,,,,,
AE,2021-12-31,72761982.0,0.2,40332212.0,363809910.0,363809910.0,280583811.0,107367513.0,659130276.0,404142122.0,296774609.0,-30495472.0,31179472.0,684000.0,-10464117.0,280583811.0,860213841.0,5089378000.0,5078908000.0,0.055,0.055,280583811.0,280583811.0,280583811.0,3890481.0,276693330.0,276693330.0,-11098193.0,265595137.0,405614701.0,44352000.0,359990910.0,-13327468.0,,3819000.0,-30495472.0,31179472.0,684000.0,-109524534.0,201083565.0,228710973.0,21993796.0,206717177.0,206717177.0,91559031.0,659130276.0,750689307.0,750689307.0,,,,0.0,-2547209.0,-27627408.0,,,,,,205453972.0,,,21167.0,,-154536938.0,,,,,,,,,,,,,,,,,
AE,2020-12-31,8443545.634004,0.100958,180685881.0,83634423.0,83634423.0,117444472.0,94222363.0,970697758.0,264320304.0,170097941.0,-26927689.0,33660689.0,6733000.0,42253594.634004,117444472.0,1211520735.0,3383013000.0,3308155000.0,0.04,0.04,117444472.0,117444472.0,117444472.0,-5218378.0,122662850.0,122662850.0,13774402.0,136437252.0,255696299.0,167202000.0,-1380945.0,0.0,-10092427.0,85015368.0,-26927689.0,33660689.0,6733000.0,-92331149.0,240822977.0,294440977.0,33493966.0,260947011.0,260947011.0,148491828.0,970697758.0,1119189586.0,1119189586.0,,,,7321000.0,4859876.0,-53618000.0,,,,,,-18794372.0,,,28010000.0,,-10092427.0,,,,,,,,,,,,,,,,,
AE,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50000000.0,-2342255.0,,,,,,,,,,,,,,,,,,,,-71469000.0,,,,,,140495907.0,,,,,-2342255.0,,,,,,,,,,,,,,,,,
AEONTS,2024-02-29,31461548.3,0.1979,,158977000.0,158977000.0,3258785000.0,1020202000.0,,,,8786410000.0,2161866000.0,10948276000.0,3131269548.3,3258785000.0,,250000000.0,250000000.0,13.04,13.04,3258785000.0,3258785000.0,3258785000.0,-79071000.0,3337856000.0,3337856000.0,823525000.0,4161381000.0,,,-8131000.0,0.0,,9409000.0,,,,,,183112000.0,,183112000.0,,,,17954804000.0,17954804000.0,,,,,,,,,,,183112000.0,,,,,8131000.0,,8210557000.0,,,,,,,,,,,,,,,,
AEONTS,2023-02-28,61657337.6,0.2012,,306448000.0,306448000.0,3815145000.0,1051600000.0,,,,9509241000.0,1903841000.0,11413082000.0,3570354337.6,3815145000.0,,250000000.0,250000000.0,15.26,15.26,3815145000.0,3815145000.0,3815145000.0,-139000000.0,3954145000.0,3954145000.0,995818000.0,4949963000.0,,,-98124000.0,95497000.0,,0.0,,,,,,154560000.0,,154560000.0,,,,18731638000.0,18731638000.0,,,,,,,,,,,154560000.0,,,,,2627000.0,,7962449000.0,,,,,,,,,,,,,,,,
AEONTS,2022-02-28,67474169.0,0.2186,,308665000.0,308665000.0,3553041000.0,1099010000.0,,,,9696085000.0,1744665000.0,11440750000.0,3311850169.0,3553041000.0,,250000000.0,250000000.0,14.21,14.21,3553041000.0,3553041000.0,3553041000.0,-20853000.0,3573894000.0,3573894000.0,999880000.0,4573774000.0,,,308665000.0,-319764000.0,,0.0,,,,,,161119000.0,,161119000.0,,,,17303567000.0,17303567000.0,,,,,,,,,,,161119000.0,,,,,11099000.0,,7671368000.0,,,,,,,,,,,,,,,,
AEONTS,2021-02-28,50546865.7,0.2081,,242897000.0,242897000.0,3689643000.0,1122870000.0,,,,10039378000.0,2096253000.0,12135631000.0,3497292865.7,3689643000.0,,250000000.0,250000000.0,14.76,14.76,3689643000.0,3689643000.0,3689643000.0,9609000.0,3680034000.0,3680034000.0,967080000.0,4647114000.0,,,242897000.0,-249699000.0,,-14009000.0,,,,,,159049000.0,,159049000.0,,,,17712273000.0,17712273000.0,,,,,,,,,,,159049000.0,,,,,6802000.0,,8143639000.0,,,,,,,,,,,,,,,,
AFC,2024-06-30,0.0,0.055063,42969973.99,,,22270468.9,15966410.82,684841597.16,42969973.99,27003563.17,-2915661.27,3435358.6,519697.33,22270468.9,22270468.9,691923794.78,,,,,22270468.9,22270468.9,22270468.9,,22270468.9,22270468.9,1297735.67,23568204.57,-2337218.32,,,,,,-2915661.27,3435358.6,519697.33,28821084.16,7082197.62,37163518.94,18649990.42,18513528.52,18513528.52,35903281.78,684841597.16,720744878.94,720744878.94,28821084.16,,,,-2337218.32,-30081321.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,2023-06-30,0.0,0.019719,-60739126.04,,,-77368027.71,15386368.86,798007461.25,-60739126.04,-76125494.9,-2529066.8,2798829.68,269762.88,-77368027.71,-77368027.71,810865605.7,45510605.0,45510605.0,-1.7,-1.7,-77368027.71,-77368027.71,-77368027.71,,-77368027.71,-77368027.71,-1556296.87,-78924324.58,-788562.72,,,,,,-2529066.8,2798829.68,269762.88,-75606695.06,12858144.45,40390101.78,21364238.77,19025863.01,19025863.01,-62748550.61,798007461.25,735258910.64,735258910.64,-75606695.06,,,,-788562.72,-27531957.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,2022-06-30,0.0,0.095939,45591737.18,,,29672250.6,11369339.44,958027031.65,45591737.18,34222397.74,-1220633.83,1401339.34,180705.51,29672250.6,29672250.6,995480990.88,45649616.0,45649616.0,0.65,0.65,29672250.6,29672250.6,29672250.6,,29672250.6,29672250.6,3148807.8,32821058.4,-1494266.37,22079056.85,,,,,-1220633.83,1401339.34,180705.51,35535958.6,37453959.23,59533016.08,40612930.92,18920085.16,18920085.16,72989917.83,958027031.65,1031016949.48,1031016949.48,-35535958.6,,,,-1494266.37,-22079056.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,2021-06-30,0.0,0.2,43668224.5,,,40955428.81,2452602.14,688187968.99,43668224.5,41215622.36,-216494.04,358713.02,142218.98,40955428.81,40955428.81,735921141.53,45506032.0,45506032.0,0.9,0.9,40955428.81,40955428.81,40955428.81,,40955428.81,40955428.81,-98519.47,40856909.34,21929863.29,27312625.23,,,,,-216494.04,358713.02,142218.98,19143540.09,47733172.54,47733172.54,31352333.02,16380839.52,16380839.52,66876712.63,688187968.99,755064681.62,755064681.62,,,,,-5382761.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,2020-06-30,,,,,,,,,,,,,,,,,45456329.0,45456329.0,-0.94,-0.94,,,,,,,,,,11307134.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGE,2023-12-31,2746551.963667,0.135327,692268594.0,20295676.0,20295676.0,285095907.0,180633828.0,11987193683.0,712564270.0,531930442.0,-186276419.0,203783000.0,17506581.0,267546782.963667,285095907.0,12750523885.0,1196523000.0,1196523000.0,0.24,0.24,285095907.0,285095907.0,285095907.0,1355658.0,283740249.0,283740249.0,44407193.0,328147442.0,37717499.0,,,,,20295676.0,-186276419.0,203783000.0,17506581.0,476706432.0,763330202.0,802260596.0,563424431.0,238836165.0,238836165.0,1240036634.0,11987193683.0,13227230317.0,13227230317.0,508952624.0,,,,17421823.0,-38930394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGE,2022-12-31,-6439641.446739,0.206179,1973690474.0,-31233193.0,-31233193.0,1247995339.0,197067197.0,16197595191.0,1942457281.0,1745390084.0,-167487062.0,172459000.0,4971938.0,1272788890.553261,1247995339.0,17029744268.0,1196523000.0,1196523000.0,1.04,1.04,1247995339.0,1247995339.0,1247995339.0,-629735.0,1248625074.0,1248625074.0,324306010.0,1572931084.0,-44595704.0,,0.0,,0.0,-31233193.0,-167487062.0,172459000.0,4971938.0,1785013745.0,832149077.0,868678242.0,609805169.0,258873073.0,258873073.0,2617162822.0,16197595191.0,18814758013.0,18814758013.0,1754242797.0,,,,-13362511.0,-36529165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGE,2021-12-31,2748078.828288,0.190109,1029489720.0,14455244.0,14455244.0,638025015.0,182411445.0,11311244589.0,1043944964.0,861533519.0,-68563460.0,70947000.0,2383540.0,626317849.828288,638025015.0,12044105294.0,1196526100.0,1196526100.0,0.533273,0.533273,638025015.0,638025015.0,638025015.0,-2263517.0,640288532.0,640288532.0,150297987.0,790586519.0,19643807.0,,0.0,,0.0,14455244.0,-68563460.0,70947000.0,2383540.0,839505896.0,732860705.0,806462953.0,530764218.0,275698735.0,275698735.0,1572366601.0,11311244589.0,12883611190.0,12883611190.0,853961140.0,,,,5188563.0,-73602248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGE,2020-12-31,6220793.554716,0.128148,428076535.0,48543771.0,48543771.0,247692594.0,141942205.0,7000570818.0,476620306.0,334678101.0,-46272234.0,46272234.0,,205369616.554716,247692594.0,7609406052.0,1196531325.0,1196531325.0,0.20703,0.20703,247692594.0,247692594.0,247692594.0,-3754600.0,251447194.0,251447194.0,36958673.0,288405867.0,46560954.0,,,,,48543771.0,-46272234.0,46272234.0,,288117147.0,608835234.0,642607815.0,437239306.0,205368509.0,205368509.0,896952381.0,7000570818.0,7897523199.0,7897523199.0,308476127.0,,,,-1982817.0,-33772581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGE,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13297012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63650000.0,,,,,,,,,,,,,,,,,,,
AH,2023-12-31,-420395.982153,0.049125,3398611584.0,-8557728.0,-8557728.0,1610435331.0,1262194348.0,26521546510.0,3390053856.0,2127859508.0,-446468788.0,463509281.0,17040493.0,1618572663.017847,1610435331.0,28402167572.0,354721439.0,354721439.0,4.54,4.54,1610435331.0,1610435331.0,1610435331.0,27845841.0,1582589490.0,1582589490.0,81760737.0,1664350227.0,479051852.0,355554888.0,,,,-8557728.0,-446468788.0,463509281.0,17040493.0,1631767163.0,1880621062.0,1781026919.0,421461784.0,1359565135.0,1359565135.0,3512388225.0,26521546510.0,30033934735.0,30033934735.0,1807537932.0,,,,132054692.0,99594143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH,2022-12-31,5521423.242749,0.087485,3456541856.0,63112664.0,63112664.0,1823647699.0,1153729235.0,24776635208.0,3519654520.0,2365925285.0,-332838876.0,341887604.0,9048728.0,1766056458.242749,1823647699.0,26442748206.0,354795272.0,354795272.0,5.14,5.14,1823647699.0,1823647699.0,1823647699.0,-23316666.0,1846964365.0,1846964365.0,177073316.0,2024037681.0,832430322.0,317790259.0,,,,63112664.0,-332838876.0,341887604.0,9048728.0,1524446235.0,1666112998.0,1672136775.0,382140403.0,1289996372.0,1289996372.0,3190559233.0,24776635208.0,27967194441.0,27967194441.0,1905349158.0,,,,451527399.0,-6023777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH,2021-12-31,21838336.575659,0.098543,2306076448.0,221612273.0,221612273.0,1023968320.0,1030851626.0,18224761985.0,2527688721.0,1496837095.0,-342643863.0,345995386.0,3351523.0,824194383.575659,1023968320.0,19754254457.0,354842000.0,354842000.0,2.89,2.89,1023968320.0,1023968320.0,1023968320.0,-13466003.0,1037434323.0,1037434323.0,113407386.0,1150841709.0,814586999.0,312461244.0,,,,221612273.0,-342643863.0,345995386.0,3351523.0,678898573.0,1529492472.0,1529492472.0,332592215.0,1196900257.0,1196900257.0,2208391045.0,18224761985.0,20433153030.0,20433153030.0,1212972090.0,,,,280513482.0,-312461244.0,,,,,,,-10414483.0,,,,,,,,,,,,,,,,,,,,,
AH,2020-12-31,-921659.030926,0.069353,1559303472.0,-13289385.0,-13289385.0,147764296.0,997861562.0,16054462118.0,1546014087.0,548152525.0,-338410447.0,372917382.0,34506935.0,160132021.969074,147764296.0,17372022575.0,354842000.0,354842000.0,0.42,0.42,147764296.0,147764296.0,147764296.0,-15317760.0,163082056.0,163082056.0,12153087.0,175235143.0,466738172.0,378664501.0,0.0,0.0,,-13289385.0,-338410447.0,372917382.0,34506935.0,46907418.0,1317560457.0,1332704960.0,289217873.0,1043487087.0,1043487087.0,1364467875.0,16054462118.0,17418929993.0,17418929993.0,412282534.0,,,,101363056.0,-378664501.0,,,,,,0.0,-15144503.0,,,,,,,,,,,,,,,,,,,,,
AH,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-368464330.0,519135914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,150671584.0,0.0,,85078000.0,,,,,,,,,,,,,,,,,,,
AHC,2023-12-31,2573992.148043,0.19399,296154569.0,13268718.0,13268718.0,188759695.0,75048046.0,1372905217.0,309423287.0,234375241.0,1146268.0,185118.0,1331386.0,178064969.148043,188759695.0,1594782665.0,149909264.0,149909264.0,1.26,1.26,188759695.0,188759695.0,188759695.0,,188759695.0,188759695.0,45430428.0,234190123.0,34589253.0,21320535.0,,,,13268718.0,1146268.0,185118.0,1331386.0,198454602.0,221877448.0,221877448.0,,221877448.0,221877448.0,420332050.0,1372905217.0,1793237267.0,1780164142.0,234375241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHC,2022-12-31,646036.010251,0.198868,406005619.0,3248565.0,3248565.0,271053336.0,70716128.0,1441249637.0,409254184.0,338538056.0,346540.0,200084.0,546624.0,268450807.010251,271053336.0,1650033956.0,149909264.0,149909264.0,1.81,1.81,271053336.0,271053336.0,271053336.0,,271053336.0,271053336.0,67284636.0,338337972.0,27538974.0,24290409.0,,,,3248565.0,346540.0,200084.0,546624.0,310452458.0,208784319.0,208784319.0,,208784319.0,208784319.0,519236777.0,1441249637.0,1960486414.0,1947489764.0,338538056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHC,2021-12-31,0.0,0.1961,390331558.0,,,258437436.0,68716311.0,1394517182.0,390331558.0,321615247.0,1740511.0,124465.0,1864976.0,258437436.0,258437436.0,1527916944.0,149909264.0,149909264.0,1.72,1.72,258437436.0,258437436.0,258437436.0,,258437436.0,258437436.0,63053346.0,321490782.0,22409086.0,22409086.0,,,,,1740511.0,124465.0,1864976.0,297341185.0,133399762.0,133399762.0,,133399762.0,133399762.0,430740947.0,1394517182.0,1825258129.0,1811882624.0,321615247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHC,2020-12-31,0.0,0.1936,158383950.0,,,72198250.0,68732172.0,1244517813.0,158383950.0,89651778.0,3066387.0,195280.0,3261667.0,72198250.0,72198250.0,1350881521.0,149909264.0,149909264.0,0.48,0.48,72198250.0,72198250.0,72198250.0,,72198250.0,72198250.0,17258248.0,89456498.0,18382208.0,18382208.0,,,,,3066387.0,195280.0,3261667.0,68007903.0,106363708.0,106363708.0,,106363708.0,106363708.0,174371611.0,1244517813.0,1418889424.0,1405474475.0,89651778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHC,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12342900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,2023-12-31,470766.75,0.15,330577652.0,3138445.0,3138445.0,119530604.0,171069460.0,8396339859.0,333716097.0,162646637.0,-412032.0,1377234.0,965202.0,116862925.75,119530604.0,8589494079.0,699999021.0,699999021.0,0.171,0.171,119530604.0,119530604.0,119530604.0,-17003404.0,136534008.0,136534008.0,24735395.0,161269403.0,3138445.0,,3138445.0,,,3138445.0,-412032.0,1377234.0,965202.0,158542990.0,193154220.0,203178999.0,47156652.0,156022347.0,156022347.0,351697210.0,8396339859.0,8748037069.0,8748037069.0,158542990.0,,,,,-10024779.0,,,,,,3138445.0,0.0,,,,,,,,,,,,,,,,,,,,,
AI,2022-12-31,271600.32,0.24,331035597.0,1131668.0,1131668.0,127341219.0,176737550.0,8409866382.0,332167265.0,155429715.0,88960.0,303992.0,392952.0,126481151.32,127341219.0,8561787876.0,699999021.0,699999021.0,0.182,0.182,127341219.0,127341219.0,127341219.0,9218894.0,118122325.0,118122325.0,37003398.0,155125723.0,1131668.0,,1131668.0,,,1131668.0,88960.0,303992.0,392952.0,153905095.0,151921494.0,197716830.0,38856439.0,158860391.0,158860391.0,305826589.0,8409866382.0,8715692971.0,8715692971.0,131269512.0,,,,,-23159753.0,,,,,,1131668.0,-22635583.0,,,,,,,,,,,,,,,,,,,,,
AI,2021-12-31,53971.86,0.06,839713218.0,899531.0,899531.0,444058802.0,192684938.0,6391542298.0,840612749.0,647927811.0,275694.0,195169.0,470863.0,443213242.86,444058802.0,6603235811.0,699999021.0,699999021.0,0.634,0.634,444058802.0,444058802.0,444058802.0,-161941426.0,606000228.0,606000228.0,41732414.0,647732642.0,899531.0,9478241.0,899531.0,,,899531.0,275694.0,195169.0,470863.0,646557417.0,211693513.0,200986171.0,39327073.0,161659098.0,161659098.0,858250930.0,6391542298.0,7249793228.0,7249793228.0,666743000.0,,,,,-9478241.0,,,,,,899531.0,20185583.0,,,,,,,,,,,,,,,,,,,,,
AI,2020-12-31,1417241.4,0.05,1146363525.0,28344828.0,28344828.0,749455241.0,182939021.0,5483590407.0,1174708353.0,991769332.0,-1380216.0,1993052.0,612836.0,722527654.4,749455241.0,5685348153.0,699999021.0,699999021.0,1.071,1.071,749455241.0,749455241.0,749455241.0,-186919811.0,936375052.0,936375052.0,53401228.0,989776280.0,28344828.0,9792959.0,0.0,,0.0,28344828.0,-1380216.0,1993052.0,612836.0,962811668.0,201757746.0,206743040.0,41130390.0,165612650.0,165612650.0,1164569414.0,5483590407.0,6648159821.0,6648159821.0,,,,,0.0,-6835294.0,,,,,,2344828.0,1850000.0,,,,,,,,,,,,,,,,,,,,,
AI,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12852757.0,,,1620000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,-13331727.0,,,,,,,,,,,,,,,,,,
AIE,2023-12-31,0.0,0.0,172856850.0,332999.0,332999.0,40266842.0,132902912.0,8073363816.0,173189849.0,40286937.0,585528.0,20095.0,605623.0,39933843.0,40266842.0,8187780574.0,1400934451.0,1363412700.0,0.029,0.03,40266842.0,40266842.0,40266842.0,,40266842.0,40266842.0,0.0,40266842.0,6348732.0,6015733.0,0.0,0.0,,332999.0,585528.0,20095.0,605623.0,33332582.0,114416758.0,114416758.0,38529236.0,75887522.0,75887522.0,147749340.0,8073363816.0,8221113156.0,8221113156.0,39681314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
